hour,actual,predicted,residual
1962,5.9,29.67884,23.778841
1963,9.2,29.711815,20.511814
1964,6.2,29.738686,23.538685
1965,5.5,29.763996,24.263996
1966,3.8,29.781025,25.981026
1967,5.7999997,29.793322,23.993322
1968,6.7,29.797232,23.097233
1969,5.5,29.79768,24.29768
1970,7.9999995,29.798927,21.798927
1971,7.7999997,29.808407,22.008408
1972,6.8999996,29.828037,22.928038
1973,8.8,29.855843,21.055843
1974,6.6,29.894392,23.294392
1975,3.3,29.926628,26.626629
1976,6.6,29.926867,23.326866
1977,7.8999996,29.905048,22.005049
1978,5.2,29.874805,24.674805
1979,6.5,29.848513,23.348513
1980,5.4,29.823029,24.423029
1981,4.6,29.801044,25.201044
1982,5.2999997,29.794891,24.494892
1983,6.6,29.806877,23.206877
1984,6.8999996,29.843546,22.943546
1985,2.7,29.885191,27.18519
1986,3.8,29.921295,26.121296
1987,3.9999998,29.955671,25.955671
1988,7.2000003,29.987837,22.787836
1989,4.1000004,30.009787,25.909786
1990,6.7,30.0309,23.330898
1991,7.1000004,30.043123,22.943123
1992,5.6,30.039999,24.439999
1993,3.3999999,30.03282,26.63282
1994,1.9999999,30.021473,28.021473
1995,4.1000004,30.012112,25.912111
1996,4.4,30.0088,25.6088
1997,3.0,30.019503,27.019503
1998,1.1,30.034966,28.934965
1999,5.6,30.048012,24.448011
2000,4.2000003,30.033438,25.833437
2001,2.4,29.993988,27.593988
2002,3.7,29.921677,26.221676
2003,5.2,29.855677,24.655678
2004,5.2999997,29.797062,24.497063
2005,15.1,29.751333,14.651333
2006,14.5,29.719027,15.219027
2007,14.9,29.708082,14.808083
2008,11.599999,29.713919,18.113918
2009,11.7,29.72348,18.02348
2010,8.200001,29.736774,21.536774
2011,9.0,29.747772,20.747772
2012,16.1,29.763062,13.663061
2013,8.099999,29.779028,21.679028
2014,9.8,29.792814,19.992813
2015,20.1,29.803118,9.703117
2016,22.4,29.806679,7.406679
2017,25.3,29.799486,4.499487
2018,22.5,29.79812,7.2981205
2019,16.699999,29.796793,13.096794
2020,17.9,29.816803,11.916803
2021,3.8999999,29.85153,25.95153
2022,12.4,29.888914,17.488914
2023,11.3,29.9248,18.624802
2024,9.0,29.944624,20.944624
2025,8.6,29.955273,21.355272
2026,2.7,29.952957,27.252956
2027,7.5,29.944014,22.444014
2028,7.7999997,29.934694,22.134695
2029,7.0000005,29.92125,22.92125
2030,6.2,29.921265,23.721264
2031,8.6,29.934498,21.334497
2032,12.2,29.973377,17.773376
2033,4.8,30.026405,25.226406
2034,10.0,30.08699,20.08699
2035,14.200001,30.139359,15.939358
2036,9.5,30.188812,20.688812
2037,12.0,30.224085,18.224085
2038,9.099999,30.24654,21.146542
2039,12.0,30.254255,18.254255
2040,5.0,30.259647,25.259647
2041,13.2,30.25697,17.056969
2042,18.4,30.251156,11.851156
2043,18.4,30.24485,11.844851
2044,19.1,30.244137,11.144136
2045,18.8,30.245659,11.44566
2046,16.199999,30.255108,14.055109
2047,17.0,30.249529,13.249529
2048,10.599999,30.227129,19.627129
2049,11.599999,30.19728,18.597282
2050,9.7,30.154707,20.454708
2051,6.3,30.104593,23.804592
2052,5.5,30.045465,24.545465
2053,2.6,29.990652,27.390652
2054,6.3,29.959883,23.659882
2055,11.4,29.942715,18.542715
2056,11.4,29.96265,18.56265
2057,9.6,30.001575,20.401575
2058,13.9,30.036211,16.136211
2059,9.0,30.074343,21.074343
2060,10.3,30.102753,19.802753
2061,7.7999997,30.117052,22.317053
2062,5.7,30.131105,24.431107
2063,11.4,30.134768,18.734768
2064,12.099999,30.12692,18.02692
2065,13.1,30.114363,17.014362
2066,12.6,30.07626,17.47626
2067,11.8,30.039755,18.239754
2068,13.7,30.001747,16.301746
2069,6.7,29.962631,23.26263
2070,3.7,29.927874,26.227873
2071,5.1,29.88778,24.787779
2072,9.7,29.85386,20.153862
2073,3.8999999,29.808922,25.908922
2074,12.6,29.754627,17.154627
2075,4.2000003,29.707697,25.507696
2076,9.8,29.662233,19.862232
2077,6.0,29.621187,23.621187
2078,9.7,29.599876,19.899876
2079,8.400001,29.58854,21.188538
2080,11.3,29.582176,18.282177
2081,7.3,29.584526,22.284527
2082,8.400001,29.578564,21.178562
2083,4.2000003,29.574802,25.374802
2084,8.099999,29.568975,21.468975
2085,3.3999999,29.567564,26.167564
2086,0.99999994,29.56754,28.56754
2087,5.2,29.56374,24.363739
2088,8.200001,29.549664,21.349663
2089,5.6,29.534475,23.934475
2090,5.6,29.519226,23.919226
2091,3.2,29.502674,26.302673
2092,3.3999999,29.484657,26.084658
2093,3.6000001,29.47137,25.87137
2094,6.6,29.460972,22.860971
2095,6.6,29.449562,22.849562
2096,1.4,29.429474,28.029474
2097,4.1000004,29.407307,25.307306
2098,1.8000001,29.378155,27.578156
2099,5.5,29.349432,23.849432
2100,1.3,29.322289,28.02229
2101,3.9999998,29.302282,25.302282
2102,5.7999997,29.292282,23.492283
2103,5.2999997,29.29206,23.992062
2104,1.9,29.310564,27.410564
2105,0.6,29.320808,28.720808
2106,1.8000001,29.326519,27.52652
2107,4.3,29.334883,25.034882
2108,6.1,29.341448,23.241447
2109,1.8000001,29.34312,27.543121
2110,4.1000004,29.343813,25.243813
2111,3.8,29.342447,25.542448
2112,8.8,29.335184,20.535183
2113,10.0,29.322346,19.322346
2114,6.6,29.309431,22.70943
2115,6.2,29.301497,23.101498
2116,4.9,29.303848,24.403849
2117,3.1,29.32018,26.22018
2118,9.099999,29.339993,20.239994
2119,9.099999,29.3624,20.262402
2120,4.6,29.374872,24.774872
2121,1.2,29.370579,28.170578
2122,6.5,29.35871,22.85871
2123,2.7,29.346258,26.646257
2124,1.9999999,29.332315,27.332315
2125,5.2999997,29.31999,24.01999
2126,6.8999996,29.327833,22.427834
2127,7.1000004,29.356655,22.256655
2128,8.9,29.403538,20.503538
2129,11.0,29.459885,18.459885
2130,12.900001,29.515734,16.615734
2131,16.9,29.555864,12.655865
2132,9.2,29.592966,20.392967
2133,10.8,29.622467,18.822468
2134,6.3,29.639864,23.339863
2135,6.5,29.65421,23.15421
2136,6.0,29.660917,23.660917
2137,5.2999997,29.65766,24.35766
2138,8.9,29.645342,20.745342
2139,8.3,29.636593,21.336594
2140,4.8,29.634466,24.834465
2141,3.3999999,29.64412,26.24412
2142,5.4,29.668854,24.268854
2143,3.3,29.682781,26.382782
2144,7.0000005,29.67174,22.67174
2145,2.4,29.642086,27.242086
2146,9.5,29.604193,20.104193
2147,3.8,29.560526,25.760527
2148,2.2,29.523552,27.323551
2149,3.8999999,29.4892,25.589201
2150,3.8999999,29.466053,25.566053
2151,5.2,29.467398,24.267399
2152,5.2999997,29.49361,24.193611
2153,6.0,29.527676,23.527676
2154,4.1000004,29.562906,25.462906
2155,6.4,29.596916,23.196917
2156,11.5,29.629309,18.129309
2157,8.400001,29.653057,21.253056
2158,11.1,29.679146,18.579145
2159,13.599999,29.703003,16.103004
2160,23.6,29.72327,6.12327
2161,18.1,29.738241,11.638241
2162,12.6,29.74763,17.147629
2163,23.900002,29.763664,5.8636627
2164,19.6,29.789948,10.189947
2165,13.5,29.831348,16.331348
2166,8.099999,29.873444,21.773445
2167,10.3,29.903646,19.603645
2168,9.6,29.892097,20.292097
2169,3.7,29.844341,26.14434
2170,9.299999,29.778217,20.478218
2171,7.8999996,29.710258,21.810259
2172,8.9,29.646063,20.746063
2173,9.2,29.586973,20.386974
2174,6.7,29.556751,22.85675
2175,4.2000003,29.556118,25.356117
2176,2.4,29.588081,27.188082
2177,2.3,29.645859,27.34586
2178,7.0000005,29.701178,22.701178
2179,8.7,29.745394,21.045395
2180,7.2000003,29.780935,22.580935
2181,8.200001,29.815565,21.615564
2182,7.1000004,29.850601,22.7506
2183,8.6,29.878288,21.278288
2184,9.299999,29.895782,20.595783
2185,8.400001,29.912775,21.512775
2186,9.4,29.92676,20.52676
2187,10.700001,29.948492,19.248491
2188,12.499999,29.981281,17.481281
2189,12.499999,30.029152,17.529152
2190,4.3,30.070911,25.770912
2191,9.0,30.105251,21.105251
2192,3.3,30.10837,26.80837
2193,6.8999996,30.096298,23.196299
2194,6.8999996,30.059263,23.159264
2195,3.7,30.016148,26.316147
2196,3.5000002,29.97597,26.47597
2197,2.1000001,29.948965,27.848965
2198,6.2,29.95675,23.756752
2199,5.5,29.98697,24.48697
2200,5.1,30.060366,24.960365
2201,7.1000004,30.147758,23.047758
2202,4.2000003,30.231243,26.031242
2203,4.8,30.310991,25.51099
2204,2.5,30.384506,27.884506
2205,7.1000004,30.449049,23.349049
2206,6.5,30.49974,23.99974
2207,10.0,30.54061,20.54061
2208,3.8,30.569885,26.769886
2209,7.1000004,30.586296,23.486296
2210,5.1,30.594536,25.494535
2211,3.2,30.608435,27.408434
2212,7.8999996,30.62051,22.72051
2213,7.8999996,30.64352,22.74352
2214,7.4,30.673594,23.273594
2215,1.2,30.695726,29.495726
2216,7.6,30.676912,23.076912
2217,7.0000005,30.6135,23.6135
2218,7.0000005,30.51804,23.51804
2219,7.6,30.408983,22.808983
2220,5.1,30.288197,25.188196
2221,5.4,30.189827,24.789827
2222,7.7999997,30.13517,22.33517
2223,2.2,30.13361,27.933609
2224,4.8,30.185211,25.385212
2225,8.400001,30.271704,21.871704
2226,5.4,30.356827,24.956827
2227,5.4,30.411955,25.011955
2228,1.5,30.462107,28.962107
2229,5.2999997,30.496378,25.196379
2230,13.5,30.516365,17.016365
2231,10.3,30.517347,20.217346
2232,6.2,30.512947,24.312946
2233,7.5,30.500063,23.000063
2234,5.7,30.487926,24.787926
2235,9.0,30.475965,21.475965
2236,6.5,30.458172,23.958172
2237,5.0,30.443129,25.443129
2238,7.6,30.441765,22.841764
2239,3.5000002,30.44559,26.94559
2240,4.2000003,30.434093,26.234093
2241,6.2,30.380928,24.180927
2242,7.0000005,30.307943,23.307943
2243,3.9999998,30.22195,26.22195
2244,3.3999999,30.14432,26.74432
2245,6.1,30.08066,23.98066
2246,4.9,30.053625,25.153625
2247,5.6,30.064686,24.464685
2248,1.8000001,30.096014,28.296015
2249,8.200001,30.135141,21.93514
2250,6.0,30.171253,24.171253
2251,3.5000002,30.196623,26.696623
2252,5.1,30.222105,25.122105
2253,2.2,30.239162,28.039162
2254,3.0,30.24367,27.24367
2255,2.5,30.237274,27.737274
2256,2.1000001,30.227232,28.127232
2257,3.2,30.21447,27.01447
2258,3.2,30.193535,26.993534
2259,5.7,30.163496,24.463497
2260,3.9999998,30.131395,26.131395
2261,1.9999999,30.09958,28.09958
2262,2.5,30.070326,27.570326
2263,0.2,30.037695,29.837694
2264,3.8999999,30.00645,26.106451
2265,3.8999999,29.969553,26.069553
2266,3.5000002,29.930914,26.430914
2267,2.4,29.888895,27.488895
2268,4.5,29.845442,25.345442
2269,7.3,29.804485,22.504486
2270,1.6,29.763477,28.163477
2271,3.9999998,29.745964,25.745964
2272,2.2,29.740604,27.540604
2273,4.6,29.736355,25.136354
2274,4.1000004,29.7289,25.6289
2275,6.7,29.712149,23.01215
2276,2.4,29.682503,27.282503
2277,0.90000004,29.64304,28.74304
2278,6.8999996,29.606752,22.706753
2279,1.2,29.568485,28.368484
2280,6.2,29.522549,23.322548
2281,6.1,29.476171,23.376171
2282,8.6,29.43129,20.83129
2283,4.5,29.39163,24.89163
2284,3.0,29.362799,26.362799
2285,3.0,29.337158,26.337158
2286,2.8999999,29.319199,26.419199
2287,2.7,29.306866,26.606865
2288,7.2000003,29.292469,22.092468
2289,7.4,29.264423,21.864424
2290,4.3,29.231943,24.931942
2291,3.3,29.197477,25.897478
2292,3.3999999,29.169828,25.769829
2293,6.0,29.144602,23.144602
2294,0.0,29.130625,29.130625
2295,2.3,29.138334,26.838335
2296,4.6,29.159286,24.559286
2297,1.2,29.18463,27.984629
2298,6.7,29.211248,22.51125
2299,4.1000004,29.235554,25.135553
2300,4.1000004,29.253094,25.153093
2301,4.1000004,29.2708,25.1708
2302,4.6,29.285395,24.685394
2303,1.8000001,29.288906,27.488907
2304,2.1000001,29.290934,27.190933
2305,1.1,29.286175,28.186174
2306,2.8,29.27781,26.47781
2307,2.7,29.272408,26.572407
2308,4.4,29.26956,24.86956
2309,4.4,29.275969,24.875969
2310,3.6000001,29.289618,25.689617
2311,1.6999999,29.298971,27.59897
2312,2.6,29.299187,26.699186
2313,4.5,29.29276,24.79276
2314,0.99999994,29.284203,28.284203
2315,3.3,29.272081,25.972082
2316,5.9,29.267824,23.367825
2317,2.3,29.26552,26.96552
2318,4.2000003,29.273624,25.073624
2319,4.9,29.291138,24.391138
2320,15.3,29.328285,14.028285
2321,17.4,29.370012,11.970013
2322,9.299999,29.416542,20.116543
2323,5.2,29.459188,24.25919
2324,6.7,29.498846,22.798847
2325,5.4,29.532276,24.132277
2326,9.6,29.56393,19.96393
2327,11.4,29.584427,18.184427
2328,6.7999997,29.596722,22.796722
2329,4.9,29.606102,24.706102
2330,9.7,29.607,19.907001
2331,10.900001,29.614573,18.714573
2332,7.7,29.632122,21.932121
2333,7.9999995,29.65938,21.65938
2334,9.2,29.703503,20.503502
2335,8.099999,29.74469,21.644691
2336,8.099999,29.75575,21.65575
2337,9.0,29.758308,20.758308
2338,8.3,29.749878,21.449879
2339,6.0,29.721521,23.721521
2340,1.6,29.696377,28.096376
2341,3.5000002,29.677952,26.177952
2342,9.0,29.6784,20.6784
2343,7.4,29.706532,22.306532
2344,6.8999996,29.771027,22.871027
2345,14.400001,29.853857,15.453856
2346,12.8,29.935143,17.135143
2347,9.5,30.007431,20.507431
2348,10.1,30.073874,19.973873
2349,8.6,30.130575,21.530575
2350,8.099999,30.186644,22.086643
2351,10.2,30.23271,20.032711
2352,13.4,30.264887,16.864887
2353,13.1,30.291803,17.191803
2354,15.0,30.306229,15.306229
2355,14.3,30.31241,16.01241
2356,12.700001,30.324915,17.624914
2357,10.5,30.352348,19.852348
2358,8.400001,30.385618,21.985619
2359,9.7,30.411554,20.711555
2360,9.7,30.40527,20.705269
2361,11.599999,30.377733,18.777733
2362,10.4,30.334522,19.934523
2363,8.5,30.283388,21.783388
2364,6.7999997,30.244238,23.444239
2365,2.7,30.208519,27.508518
2366,9.299999,30.190735,20.890736
2367,5.6,30.19236,24.59236
2368,8.6,30.21592,21.61592
2369,4.1000004,30.25233,26.15233
2370,9.4,30.287027,20.887028
2371,7.7,30.320705,22.620705
2372,12.6,30.355486,17.755486
2373,8.7,30.3799,21.679901
2374,10.8,30.397095,19.597095
2375,11.0,30.404585,19.404585
2376,11.5,30.390137,18.890137
2377,13.4,30.368914,16.968914
2378,14.9,30.345022,15.445023
2379,15.0,30.32739,15.327391
2380,15.0,30.304157,15.304157
2381,15.4,30.283207,14.883207
2382,15.799999,30.271326,14.471327
2383,12.8,30.255817,17.455818
2384,15.5,30.237185,14.737185
2385,19.2,30.224049,11.024048
2386,12.700001,30.206427,17.506426
2387,16.400002,30.188347,13.788345
2388,15.2,30.178188,14.9781885
2389,17.6,30.173048,12.573048
2390,14.8,30.182852,15.382852
2391,16.699999,30.1991,13.499102
2392,10.5,30.232922,19.732922
2393,16.699999,30.28378,13.58378
2394,17.4,30.331795,12.931795
2395,14.099999,30.381239,16.281239
2396,14.400001,30.408792,16.008793
2397,11.3,30.434233,19.134232
2398,19.0,30.451868,11.451868
2399,14.6,30.466433,15.866432
2400,13.2,30.476181,17.27618
2401,11.1,30.470016,19.370016
2402,17.0,30.46286,13.46286
2403,19.0,30.451775,11.451775
2404,19.6,30.441727,10.841726
2405,11.5,30.438871,18.938871
2406,16.9,30.432562,13.532562
2407,13.599999,30.422943,16.822945
2408,15.799999,30.41371,14.61371
2409,10.8,30.387669,19.58767
2410,9.4,30.358503,20.958504
2411,10.3,30.318638,20.018639
2412,7.9999995,30.278835,22.278835
2413,5.1,30.249496,25.149496
2414,5.0,30.236362,25.236362
2415,5.0,30.25234,25.25234
2416,11.2,30.295172,19.095173
2417,9.099999,30.348135,21.248135
2418,8.3,30.402796,22.102795
2419,13.9,30.440577,16.540577
2420,5.9,30.468159,24.56816
2421,8.6,30.49137,21.891369
2422,6.4,30.513006,24.113007
2423,9.7,30.523489,20.82349
2424,8.5,30.52168,22.02168
2425,10.599999,30.514462,19.914463
2426,7.0000005,30.498648,23.498648
2427,6.5,30.492935,23.992935
2428,9.5,30.485685,20.985685
2429,6.4,30.47106,24.07106
2430,4.5,30.46868,25.96868
2431,3.3999999,30.466507,27.066507
2432,4.1000004,30.45939,26.35939
2433,4.4,30.443748,26.043749
2434,2.3,30.415644,28.115644
2435,4.1000004,30.39412,26.294119
2436,8.7,30.37773,21.67773
2437,1.9,30.351873,28.451874
2438,3.2,30.33423,27.13423
2439,3.5000002,30.338272,26.838272
2440,3.5000002,30.36308,26.86308
2441,3.3999999,30.395159,26.99516
2442,4.6,30.419773,25.819773
2443,1.1,30.433117,29.333117
2444,1.5,30.425627,28.925627
2445,1.2,30.401772,29.20177
2446,3.3,30.378431,27.078432
2447,3.7,30.353464,26.653463
2448,3.8999999,30.324615,26.424616
2449,1.5,30.28782,28.78782
2450,5.0,30.25815,25.25815
2451,5.0,30.226517,25.226517
2452,1.5,30.184122,28.684122
2453,7.6,30.14508,22.54508
2454,4.5,30.119947,25.619947
2455,4.5,30.094643,25.594643
2456,4.5,30.075172,25.575172
2457,3.5000002,30.045853,26.545853
2458,3.5000002,29.999111,26.499111
2459,7.5,29.937677,22.437677
2460,2.2,29.87731,27.677309
2461,6.5,29.827538,23.327538
2462,6.5,29.795206,23.295206
2463,0.99999994,29.786936,28.786936
2464,2.6,29.783293,27.183292
2465,8.099999,29.77785,21.677849
2466,0.8,29.770842,28.970842
2467,3.3999999,29.757826,26.357826
2468,3.7,29.744568,26.044567
2469,3.6000001,29.723473,26.123472
2470,2.5,29.694206,27.194206
2471,3.3,29.661228,26.361229
2472,4.5,29.622187,25.122187
2473,4.1000004,29.57572,25.47572
2474,2.3,29.533234,27.233234
2475,6.7,29.493416,22.793415
2476,4.5,29.462532,24.962532
2477,5.6,29.438046,23.838045
2478,4.4,29.42391,25.02391
2479,2.7,29.415558,26.715557
2480,6.6,29.399471,22.79947
2481,9.8,29.382517,19.582516
2482,6.7999997,29.36539,22.565392
2483,3.3999999,29.352005,25.952005
2484,1.6999999,29.342072,27.64207
2485,0.3,29.340368,29.040369
2486,7.7999997,29.352978,21.552979
2487,6.5,29.382528,22.882528
2488,6.7,29.420345,22.720345
2489,7.2000003,29.475227,22.275227
2490,5.2,29.527088,24.327087
2491,7.4,29.574348,22.174349
2492,8.200001,29.612656,21.412655
2493,6.7999997,29.640251,22.840252
2494,9.0,29.66363,20.66363
2495,4.5,29.679455,25.179455
2496,7.1000004,29.679604,22.579603
2497,5.9,29.671942,23.771942
2498,5.5,29.65753,24.15753
2499,7.5,29.642378,22.142378
2500,5.1,29.638012,24.538012
2501,1.2,29.635809,28.435808
2502,4.7,29.641935,24.941936
2503,2.3,29.641968,27.341969
2504,7.7,29.62448,21.92448
2505,4.8,29.59254,24.792542
2506,5.1,29.55393,24.45393
2507,6.4,29.518072,23.118073
2508,2.4,29.481644,27.081644
2509,4.8,29.449184,24.649185
2510,5.5,29.43253,23.93253
2511,3.8999999,29.440447,25.540447
2512,10.0,29.464703,19.464703
2513,13.0,29.483398,16.483398
2514,14.7,29.503628,14.803628
2515,6.1,29.518257,23.418257
2516,7.7999997,29.524769,21.72477
2517,6.6,29.527391,22.927391
2518,9.5,29.517874,20.017874
2519,9.5,29.505573,20.005573
2520,9.5,29.484484,19.984484
2521,9.5,29.459175,19.959175
2522,9.5,29.427732,19.927732
2523,9.5,29.400408,19.900408
2524,9.5,29.380205,19.880205
2525,9.8,29.368225,19.568226
2526,9.8,29.361721,19.561722
2527,9.8,29.356407,19.556408
2528,9.8,29.337755,19.537754
2529,9.8,29.314081,19.51408
2530,9.8,29.282461,19.48246
2531,9.8,29.2538,19.4538
2532,9.8,29.235624,19.435623
2533,9.8,29.219439,19.419437
2534,9.8,29.219772,19.419773
2535,9.8,29.232803,19.432804
2536,9.8,29.254223,19.454224
2537,9.8,29.288305,19.488304
2538,9.8,29.328823,19.528824
2539,9.8,29.362232,19.562233
2540,9.8,29.396906,19.596905
2541,9.8,29.421478,19.621479
2542,9.8,29.44167,19.64167
2543,9.8,29.453804,19.653805
2544,9.8,29.454103,19.654102
2545,9.8,29.452497,19.652496
2546,9.8,29.441483,19.641483
2547,9.8,29.43275,19.632751
2548,9.8,29.439016,19.639015
2549,9.8,29.45276,19.65276
2550,9.8,29.467178,19.66718
2551,9.8,29.490164,19.690163
2552,9.8,29.48889,19.688889
2553,9.8,29.474693,19.674694
2554,9.8,29.448952,19.648952
2555,9.8,29.418404,19.618404
2556,9.8,29.392612,19.592613
2557,9.8,29.369781,19.569782
2558,9.8,29.35955,19.559551
2559,9.8,29.37368,19.57368
2560,9.8,29.398088,19.598087
2561,9.8,29.42786,19.627861
2562,9.8,29.462734,19.662735
2563,9.8,29.494549,19.69455
2564,9.8,29.518335,19.718334
2565,9.8,29.532925,19.732925
2566,9.8,29.539616,19.739616
2567,9.8,29.544754,19.744755
2568,9.8,29.542664,19.742664
2569,9.8,29.545012,19.74501
2570,9.8,29.532757,19.732758
2571,9.8,29.518272,19.718273
2572,9.8,29.507856,19.707855
2573,9.8,29.509796,19.709797
2574,9.8,29.514845,19.714844
2575,9.8,29.52318,19.723179
2576,9.8,29.515625,19.715626
2577,9.8,29.49351,19.693508
2578,9.8,29.466122,19.666122
2579,9.8,29.442379,19.64238
2580,9.8,29.416925,19.616924
2581,9.8,29.39929,19.599289
2582,9.8,29.392,19.592
2583,9.8,29.400597,19.600597
2584,9.8,29.432673,19.632671
2585,9.8,29.473888,19.67389
2586,9.8,29.51379,19.71379
2587,9.8,29.551474,19.751472
2588,9.8,29.57079,19.77079
2589,9.8,29.590897,19.790897
2590,9.8,29.603333,19.803333
2591,9.8,29.607906,19.807907
2592,9.8,29.60894,19.80894
2593,9.8,29.598248,19.798248
2594,9.8,29.582863,19.782864
2595,9.8,29.564827,19.764828
2596,9.8,29.547539,19.74754
2597,9.8,29.534813,19.734814
2598,9.8,29.530832,19.730831
2599,9.8,29.527697,19.727695
2600,9.8,29.518524,19.718525
2601,9.8,29.504623,19.704624
2602,9.8,29.479183,19.679184
2603,9.8,29.447968,19.647968
2604,9.8,29.424501,19.6245
2605,9.8,29.405325,19.605324
2606,9.8,29.39116,19.59116
2607,9.8,29.396542,19.596542
2608,9.8,29.44317,19.64317
2609,9.8,29.497875,19.697876
2610,9.8,29.559664,19.759663
2611,9.8,29.618183,19.818184
2612,9.8,29.669062,19.86906
